uid,lat,lng,datetime,tid,leaving_datetime,geoid
4,39.999829,116.32732299999999,2009-07-23 04:10:54,385,2009-07-23 05:28:49,6
4,40.000136,116.327099,2009-07-23 07:40:33,385,2009-07-23 11:40:59,6
4,39.994699999999995,116.32785200000001,2009-07-23 11:44:09,385,2009-07-23 12:09:23,31
4,40.000023999999996,116.327271,2009-07-23 12:14:50,385,2009-07-23 18:03:33,6
4,40.006783999999996,116.3240355,2009-07-24 05:25:35,386,2009-07-24 06:11:11,52
4,39.89544,116.314661,2009-07-24 07:29:48,386,2009-07-24 08:13:08,53
4,40.000176,116.32729599999999,2009-07-24 09:36:09,386,2009-07-24 10:26:46,6
4,39.937381,116.32793400000001,2009-07-24 11:06:58,386,2009-07-24 13:49:26,54
4,40.000771,116.32740700000001,2009-07-24 14:42:01,386,2009-07-24 17:40:47,6
4,39.965839,116.302351,2009-07-25 04:45:08,387,2009-07-25 05:14:59,32
4,39.938404999999996,116.33544199999999,2009-07-25 06:13:49,387,2009-07-25 10:12:46,55
4,39.993118,116.326924,2009-07-25 11:07:51,387,2009-07-25 11:31:33,23
4,39.9995055,116.32745800000001,2009-07-25 11:36:06,387,2009-07-25 17:02:03,6
5,39.999851500000005,116.326791,2008-10-24 04:17:35,0,2008-10-24 08:30:51,6
5,39.958918,116.360722,2008-10-24 09:17:00,0,2008-10-24 09:54:05,56
5,39.957858,116.35666200000001,2008-10-24 09:58:45,0,2008-10-24 11:32:13,57
5,40.001,116.32703649999999,2008-10-25 15:36:54,2,2008-10-25 18:19:24,6
5,40.011633,116.32110800000001,2008-10-27 23:23:26,5,2008-10-27 23:45:11,15
5,40.01179,116.3210765,2008-10-28 00:05:21,5,2008-10-28 00:32:56,15
5,40.011508,116.32116150000002,2008-10-28 00:51:26,5,2008-10-28 02:59:51,15
5,40.011239,116.320981,2008-10-28 03:04:16,5,2008-10-28 03:29:26,15
5,40.011413,116.3208545,2008-10-28 03:58:41,5,2008-10-28 04:26:01,15
5,40.011351,116.32165,2008-10-28 04:26:01,5,2008-10-28 04:53:31,15
5,39.9998885,116.3272075,2008-10-28 05:18:31,5,2008-10-28 10:33:18,6
5,40.009367,116.319883,2008-10-28 10:47:23,5,2008-10-28 11:23:58,0
5,40.001064,116.32658500000001,2008-10-28 11:39:13,5,2008-10-28 14:33:33,6
5,40.000629,116.3270215,2008-11-01 02:25:37,13,2008-11-01 02:46:47,6
5,40.0042665,116.322277,2008-11-01 02:57:32,13,2008-11-01 03:22:27,44
5,40.011694500000004,116.321151,2008-11-01 04:38:47,13,2008-11-01 05:06:02,15
5,40.009113,116.320582,2008-11-01 05:42:02,13,2008-11-01 06:57:50,0
5,39.922938,116.29360600000001,2008-11-01 08:20:50,13,2008-11-01 08:48:15,46
5,40.011592,116.321173,2008-11-01 10:48:00,13,2008-11-01 13:02:40,15
5,40.0116365,116.321164,2008-11-01 13:46:20,13,2008-11-01 14:16:05,15
5,39.976511,116.337317,2008-11-01 15:29:14,13,2008-11-01 16:15:14,58
5,39.999983,116.327324,2008-11-11 01:25:27,26,2008-11-11 04:17:29,6
5,40.0106975,116.32172,2008-11-11 04:37:59,26,2008-11-11 06:00:38,15
5,39.999804499999996,116.32740849999999,2008-11-11 06:08:08,26,2008-11-11 10:17:29,6
5,40.004216,116.322248,2008-11-11 10:17:29,26,2008-11-11 10:44:29,44
5,39.999895499999994,116.32729649999999,2008-11-11 10:47:29,26,2008-11-11 14:13:13,6
5,40.003701,116.322185,2008-11-11 14:18:38,26,2008-11-11 14:44:23,44
5,40.011554,116.321192,2008-11-11 14:52:08,26,2008-11-11 15:48:08,15
5,39.9999795,116.32726599999998,2008-11-20 04:58:09,41,2008-11-20 09:53:08,6
5,40.010501,116.322069,2009-02-22 05:53:40,70,2009-02-22 06:38:00,15
5,40.004740999999996,116.32237099999999,2009-02-22 06:41:45,70,2009-02-22 07:13:35,44
5,39.989976,116.33349199999999,2009-02-22 07:40:00,70,2009-02-22 09:32:30,59
5,39.991957,116.32718449999999,2009-02-22 10:36:00,70,2009-02-22 11:27:58,23
5,40.006708,116.32026,2009-02-23 10:02:13,71,2009-02-23 12:21:04,18
5,40.0000145,116.32686999999999,2009-02-24 01:09:30,72,2009-02-24 04:05:05,6
5,40.010374,116.32252299999999,2009-02-24 04:13:10,72,2009-02-24 04:33:55,15
5,40.010189000000004,116.32259599999999,2009-03-11 10:12:34,79,2009-03-11 10:33:19,15
30,40.001706,116.3197825,2009-01-21 01:11:29,16,2009-01-21 01:32:22,60
30,39.999908000000005,116.327246,2009-01-21 01:37:47,16,2009-01-21 02:07:35,6
30,39.999976000000004,116.32717199999999,2009-01-21 02:53:52,16,2009-01-21 04:00:40,6
30,39.998335,116.32165400000001,2009-04-11 05:49:40,118,2009-04-11 06:13:37,8
30,39.999933,116.32737,2009-04-11 06:25:22,118,2009-04-11 07:19:09,6
30,39.762769,116.29733999999999,2009-04-11 08:42:45,118,2009-04-11 13:05:45,7
30,39.9998845,116.326956,2009-04-11 14:13:53,118,2009-04-11 17:16:19,6
69,39.981825,116.308225,2008-05-06 05:31:10,4,2008-05-06 09:44:04,61
69,39.985916666666704,116.32715,2008-05-06 09:56:59,4,2008-05-06 10:42:32,62
69,39.917338,116.300173,2008-05-27 08:05:32,6,2008-05-27 09:25:42,63
69,39.918240999999995,116.3012905,2008-05-27 09:25:42,6,2008-05-27 09:48:44,63
69,39.918186999999996,116.30030900000001,2008-05-27 09:48:45,6,2008-05-27 10:17:40,63
69,39.91806,116.300592,2008-05-27 10:17:54,6,2008-05-27 10:45:03,63
69,39.918034000000006,116.3000585,2008-05-27 10:50:10,6,2008-05-27 11:30:52,63
69,39.918123,116.300174,2008-05-27 13:04:16,6,2008-05-27 13:44:25,63
81,40.0091635,116.31983299999999,2008-07-22 00:54:04,23,2008-07-22 03:04:09,0
81,40.010123,116.322075,2008-07-22 03:06:55,23,2008-07-22 03:43:40,15
81,40.009168,116.320664,2008-07-22 03:46:39,23,2008-07-22 09:04:23,0
81,40.010334,116.321922,2008-07-22 09:04:23,23,2008-07-22 09:30:04,15
81,40.008331,116.31708,2008-07-26 15:50:31,28,2008-07-26 16:20:42,11
96,39.975306,116.3305675,2008-10-16 02:05:14,77,2008-10-16 03:31:48,64
96,40.010202,116.32243400000002,2008-10-16 04:01:37,77,2008-10-16 04:27:18,15
96,39.983476499999995,116.30701050000002,2008-10-26 02:59:58,84,2008-10-26 05:16:54,65
96,39.975231,116.3305505,2008-12-05 06:10:52,108,2008-12-05 09:17:06,64
96,40.007874,116.31929,2008-12-05 10:27:03,108,2008-12-05 11:22:54,10
125,39.982182,116.3201375,2008-09-25 11:25:10,51,2008-09-25 15:41:23,66
126,39.9713905,116.42174650000001,2008-08-02 09:12:38,91,2008-08-02 09:47:56,67
126,39.984278,116.38669949999999,2008-08-02 10:27:03,91,2008-08-02 12:43:11,68
126,39.976508,116.41789299999999,2008-08-02 14:40:13,91,2008-08-02 15:31:28,69
126,40.005049,116.321348,2008-08-03 03:17:40,92,2008-08-03 03:37:43,44
126,39.987935,116.417542,2008-08-03 04:31:06,92,2008-08-03 10:17:24,70
126,39.9728915,116.4188155,2008-08-03 10:19:43,92,2008-08-03 11:59:06,71
126,39.974917,116.41788000000001,2008-08-03 11:59:06,92,2008-08-03 12:25:38,72
126,40.007283,116.318275,2008-10-13 04:10:39,132,2008-10-13 09:42:53,73
126,40.009510999999996,116.320252,2008-10-13 09:46:07,132,2008-10-13 10:27:08,0
126,39.991363,116.309761,2008-10-13 10:47:54,132,2008-10-13 11:15:50,74
126,40.007296999999994,116.31823200000001,2008-10-13 11:38:45,132,2008-10-13 11:59:03,73
126,39.997021999999994,116.38513400000001,2008-10-15 13:30:24,136,2008-10-15 14:56:13,75
126,39.976082,116.33088500000001,2008-10-16 03:47:08,137,2008-10-16 08:29:06,64
126,39.998709000000005,116.3082965,2008-10-16 09:05:22,137,2008-10-16 09:30:54,76
126,40.005086999999996,116.32070900000001,2008-10-16 09:43:22,137,2008-10-16 10:30:08,44
126,40.007335,116.31781200000002,2008-10-18 03:03:53,140,2008-10-18 04:14:11,73
126,40.006281,116.32032,2008-10-18 04:15:13,140,2008-10-18 04:59:55,18
126,39.9748605,116.33363250000001,2008-10-18 05:37:43,140,2008-10-18 06:35:25,77
126,39.876864000000005,116.406779,2008-10-18 08:22:11,140,2008-10-18 08:50:57,78
126,39.894476,116.39231799999999,2008-10-18 10:21:21,140,2008-10-18 11:05:37,79
126,39.906585,116.390173,2008-10-18 12:13:53,140,2008-10-18 13:39:00,80
126,39.975653,116.33083400000001,2008-10-22 06:15:06,146,2008-10-22 06:39:16,64
126,39.974959000000005,116.33093899999999,2008-10-22 06:47:02,146,2008-10-22 07:22:44,64
126,39.975284,116.33071399999999,2008-10-22 07:22:44,146,2008-10-22 07:48:20,64
126,39.9757265,116.331737,2008-10-22 08:07:18,146,2008-10-22 09:57:02,64
126,40.0066855,116.32094049999999,2008-10-22 10:25:00,146,2008-10-22 10:54:02,18
126,39.975318,116.330899,2008-10-22 11:19:41,146,2008-10-22 16:44:06,64
126,39.97553,116.33083700000002,2008-11-26 02:19:00,177,2008-11-26 07:21:53,64
126,39.971336,116.42241000000001,2008-11-26 08:04:41,177,2008-11-26 09:01:25,67
126,39.971469,116.422145,2008-11-26 09:05:37,177,2008-11-26 14:52:43,67
126,39.976456999999996,116.41181599999999,2008-11-26 15:01:09,177,2008-11-26 15:27:29,81
126,39.997508,116.318727,2009-01-25 02:13:09,240,2009-01-25 02:39:59,82
126,39.976307,116.3306785,2009-02-11 04:57:16,253,2009-02-11 09:15:05,64
129,39.917338,116.300173,2008-05-27 08:05:32,6,2008-05-27 09:25:42,63
129,39.918240999999995,116.3012905,2008-05-27 09:25:42,6,2008-05-27 09:48:44,63
129,39.918186999999996,116.30030900000001,2008-05-27 09:48:45,6,2008-05-27 10:17:40,63
129,39.91806,116.300592,2008-05-27 10:17:54,6,2008-05-27 10:45:03,63
129,39.918034000000006,116.3000585,2008-05-27 10:50:10,6,2008-05-27 11:30:52,63
129,39.918123,116.300174,2008-05-27 13:04:16,6,2008-05-27 13:44:25,63
167,40.00173333333335,116.32438333333351,2008-03-15 05:52:05,11,2008-03-15 07:59:41,4
167,39.99134166666664,116.3286166666665,2008-03-15 08:08:13,11,2008-03-15 08:44:00,23
167,39.977575,116.3629416666665,2008-03-15 08:48:20,11,2008-03-15 13:16:38,83
167,39.975241600000004,116.3275433,2008-03-28 10:14:21,27,2008-03-28 12:08:33,84
167,40.004334899999996,116.3112933,2008-03-28 12:20:20,27,2008-03-28 13:19:41,85
167,39.980543299999994,116.3276633,2008-03-28 13:50:45,27,2008-03-28 17:53:39,86
167,40.0100349,116.31968,2008-03-28 20:21:11,27,2008-03-28 20:54:39,0
167,40.006639899999996,116.31543329999998,2008-03-28 21:13:10,27,2008-03-28 21:43:38,19
167,40.006873299999995,116.3207633,2008-03-28 21:46:26,27,2008-03-28 23:20:27,18
167,40.002063500000006,116.32435100000001,2008-05-04 05:07:14,79,2008-05-04 10:42:23,4
167,39.970048999999996,116.423158,2008-05-04 11:41:14,79,2008-05-04 12:32:41,67
167,39.97051,116.422251,2008-05-04 12:57:16,79,2008-05-04 13:26:53,67
167,39.97597,116.330826,2008-05-04 14:12:31,79,2008-05-04 16:31:17,64
167,40.001495000000006,116.31672799999998,2008-05-16 02:33:56,104,2008-05-16 04:07:30,87
167,40.0062105,116.3204245,2008-05-16 04:11:55,104,2008-05-16 07:01:18,18
167,39.976409999999994,116.33016200000002,2008-05-16 07:22:56,104,2008-05-16 10:23:35,64
167,39.98807600000001,116.304705,2008-05-16 11:03:55,104,2008-05-16 13:02:12,88
167,39.987185,116.3022925,2008-05-16 13:07:09,104,2008-05-16 13:42:54,89
167,39.9945125,116.3254675,2008-05-22 01:43:18,115,2008-05-22 02:05:08,90
167,39.976467,116.33058499999999,2008-05-22 02:15:57,115,2008-05-22 03:57:12,64
167,40.009513,116.325809,2008-05-22 04:10:23,115,2008-05-22 06:26:27,91
167,39.975806,116.33004299999999,2008-05-22 06:45:51,115,2008-05-22 10:30:39,64
167,39.975146,116.329295,2008-05-22 10:30:39,115,2008-05-22 10:50:54,64
167,39.9702115,116.42317,2008-05-22 11:27:51,115,2008-05-22 15:31:59,67
167,39.969496,116.42281249999999,2008-05-31 03:45:30,126,2008-05-31 05:12:47,67
167,40.007677,116.46936200000002,2008-05-31 06:09:00,126,2008-05-31 10:24:59,92
167,39.990107,116.456455,2008-05-31 10:49:47,126,2008-05-31 13:13:36,93
167,39.975631,116.330891,2008-05-31 14:06:16,126,2008-05-31 15:19:24,64
167,40.0047945,116.322678,2008-06-01 04:25:37,127,2008-06-01 05:01:05,44
167,40.006454,116.41096599999999,2008-06-01 08:45:35,127,2008-06-01 10:04:47,94
167,39.977846,116.416559,2008-06-01 10:56:48,127,2008-06-01 11:21:20,95
167,39.9690415,116.42195950000001,2008-06-01 11:47:21,127,2008-06-01 12:12:48,67
167,40.007283,116.318275,2008-10-13 04:10:39,265,2008-10-13 09:42:53,73
167,40.009510999999996,116.320252,2008-10-13 09:46:07,265,2008-10-13 10:27:08,0
167,39.991363,116.309761,2008-10-13 10:47:54,265,2008-10-13 11:15:50,74
167,40.007296999999994,116.31823200000001,2008-10-13 11:38:45,265,2008-10-13 11:59:03,73
167,39.997021999999994,116.38513400000001,2008-10-15 13:30:24,269,2008-10-15 14:56:13,75
167,39.976082,116.33088500000001,2008-10-16 03:47:08,270,2008-10-16 08:29:06,64
167,39.998709000000005,116.3082965,2008-10-16 09:05:22,270,2008-10-16 09:30:54,76
167,40.005086999999996,116.32070900000001,2008-10-16 09:43:22,270,2008-10-16 10:30:08,44
167,40.007335,116.31781200000002,2008-10-18 03:03:53,273,2008-10-18 04:14:11,73
167,40.006281,116.32032,2008-10-18 04:15:13,273,2008-10-18 04:59:55,18
167,39.9748605,116.33363250000001,2008-10-18 05:37:43,273,2008-10-18 06:35:25,77
167,39.876864000000005,116.406779,2008-10-18 08:22:11,273,2008-10-18 08:50:57,78
167,39.894476,116.39231799999999,2008-10-18 10:21:21,273,2008-10-18 11:05:37,79
167,39.906585,116.390173,2008-10-18 12:13:53,273,2008-10-18 13:39:00,80
167,39.975653,116.33083400000001,2008-10-22 06:15:06,279,2008-10-22 06:39:16,64
167,39.974959000000005,116.33093899999999,2008-10-22 06:47:02,279,2008-10-22 07:22:44,64
167,39.975284,116.33071399999999,2008-10-22 07:22:44,279,2008-10-22 07:48:20,64
167,39.9757265,116.331737,2008-10-22 08:07:18,279,2008-10-22 09:57:02,64
167,40.0066855,116.32094049999999,2008-10-22 10:25:00,279,2008-10-22 10:54:02,18
167,39.975318,116.330899,2008-10-22 11:19:41,279,2008-10-22 16:44:06,64
167,39.97553,116.33083700000002,2008-11-26 02:19:00,306,2008-11-26 07:21:53,64
167,39.971336,116.42241000000001,2008-11-26 08:04:41,306,2008-11-26 09:01:25,67
167,39.971469,116.422145,2008-11-26 09:05:37,306,2008-11-26 14:52:43,67
167,39.976456999999996,116.41181599999999,2008-11-26 15:01:09,306,2008-11-26 15:27:29,81
167,39.997508,116.318727,2009-01-25 02:13:09,364,2009-01-25 02:39:59,82
167,39.976307,116.3306785,2009-02-11 04:57:16,376,2009-02-11 09:15:05,64
